city1,city2,transit_distance [m],transit_time [s],departure city,arrival city
,,1659886,97957,Saarbrucken,Nis
,,2587092,154107,Luton,Iasi
,,-1,-1,Innsbruck,Sale
,,-1,-1,Bodrum,Thessaloniki
,,-1,-1,Murmansk,Murmansk
,,-1,-1,Bodrum,Bodrum
,,-1,-1,Odintsovo,Kaliningrad
,,1894583,75476,Krakow,Solihull
,,1977317,68880,Krakow,Amiens
,,1237783,59040,Krakow,Eindhoven
,,1444212,60060,Krakow,Lille
,,-1,-1,Krakow,Norrkoping
,,-1,-1,Krakow,Kamez
,,206341,19074,Stavanger,Bergen
,,887784,50700,Athens,Plovdiv
,,3002941,106009,Odivelas,Saarbrucken
,,-1,-1,Innsbruck,Bristol
,,2698998,123360,Bradford,Huelva
,,-1,-1,Las Palmas,Leipzig
,,1378193,72172,Harrow,Aarhus
,,2692581,114900,Harrow,Algeciras
,,767692,55152,Nis,Ljubljana
,,7058761,242940,Khimki,Krasnoyarsk
,,1400565,52560,Harrow,Nice
,,417046,25740,Harrow,Gateshead
,,1139485,49200,Milan,Taranto
,,1574034,76418,Odivelas,Bordeaux
,,1387950,83580,Pyatigorsk,Volgograd
,,1699809,61980,Milan,Torrejon de Ardoz
,,1320024,47520,Nice,Torrejon de Ardoz
,,861112,58680,Nantes,Torrejon de Ardoz
,,1074923,58980,Paris,Torrejon de Ardoz
,,405265,21240,Oviedo,Torrejon de Ardoz
,,3106242,130520,Palermo,Torrejon de Ardoz
,,359327,21540,Pamplona,Torrejon de Ardoz
,,-1,-1,Prague,Torrejon de Ardoz
,,1602051,87809,Livorno,Torrejon de Ardoz
,,730790,15240,A Coruna,Torrejon de Ardoz
,,-1,-1,Santander,Torrejon de Ardoz
,,3505497,168031,Sofia,Torrejon de Ardoz
,,-1,-1,La Laguna,Torrejon de Ardoz
,,2134484,74760,Romford,Torrejon de Ardoz
,,1537928,55860,Munich,Barcelona
,,1071016,48360,Milan,Barcelona
,,1609138,73402,Naples,Barcelona
,,672651,32880,Nice,Barcelona
,,1053748,29220,Paris,Barcelona
,,983950,28800,Oviedo,Barcelona
,,2454630,114140,Palermo,Barcelona
,,2404244,78720,Prague,Barcelona
,,2501740,134820,Sofia,Barcelona
,,-1,-1,La Laguna,Barcelona
,,1505976,61140,Romford,Barcelona
,,-1,-1,Munich,Las Palmas
,,-1,-1,Milan,Las Palmas
,,-1,-1,Gateshead,Las Palmas
,,-1,-1,Nantes,Las Palmas
,,-1,-1,Nantes,Las Palmas
,,-1,-1,Paris,Las Palmas
,,-1,-1,Oviedo,Las Palmas
,,-1,-1,A Coruna,Las Palmas
,,-1,-1,Romford,Las Palmas
,,-1,-1,Romford,Las Palmas
,,2648382,81300,Munich,Malaga
,,2660341,115800,Gateshead,Malaga
,,2708051,84600,Nijmegen,Malaga
,,1603347,69120,Paris,Malaga
,,3959506,167460,Oslo,Malaga
,,-1,-1,Prague,Malaga
,,2271941,78420,Rotterdam,Malaga
,,2621009,86580,Romford,Malaga
,,-1,-1,Naples,Bucharest
,,2790631,153300,Norrkoping,Bucharest
,,744145,46980,Oradea,Bucharest
,,2485947,136860,Aarhus,Bucharest
,,1654897,98700,Bologna,Bucharest
,,1978370,108060,Rome,Bucharest
,,2935549,139620,Croydon,Bucharest
,,2991960,133320,Romford,Bucharest
,,1890955,72420,Munich,Valencia
,,2082271,94649,Naples,Valencia
,,1458174,65820,Paris,Valencia
,,2805550,129560,Palermo,Valencia
,,1404839,75000,Livorno,Valencia
,,1092236,23700,A Coruna,Valencia
,,1852657,77700,Romford,Valencia
,,806638,25948,Naples,Milan
,,806638,25948,Naples,Milan
,,787346,70359,Cagliari,Milan
,,762834,40020,Paris,Milan
,,1408030,50240,Palermo,Milan
,,1408030,50240,Palermo,Milan
,,1296055,61680,Romford,Milan
,,1093864,47460,Minsk,Saint Petersburg
,,2934329,100860,Naberezhnyye Chelny,Saint Petersburg
,,3643201,114600,Perm,Saint Petersburg
,,2550610,113400,Orenburg,Saint Petersburg
,,3224544,181080,Syktyvkar,Saint Petersburg
,,-1,-1,Simferopol,Saint Petersburg
,,224806,15000,Milan,Zurich
,,650132,41520,Nice,Zurich
,,1662786,122437,Tetovo,Zurich
,,2043961,92400,Oslo,Zurich
,,833258,40320,Trieste,Zurich
,,1625823,119401,Skopje,Zurich
,,1427321,47100,Milan,Hoofddorp
,,918900,39300,Nantes,Hoofddorp
,,1749766,77831,Oslo,Hoofddorp
,,2028713,110623,Riga,Hoofddorp
,,2084030,73320,Foggia,Hoofddorp
,,532074,34800,Romford,Hoofddorp
,,1610296,74100,Milan,Alicante
,,2549982,100500,Gateshead,Alicante
,,3955667,222300,Oslo,Alicante
,,2231317,76320,Rotterdam,Alicante
,,2959639,163800,Sofia,Alicante
,,2030981,86880,Romford,Alicante
,,1592447,95820,Munich,Thessaloniki
,,2235594,135300,Nijmegen,Thessaloniki
,,1681447,99240,Nuremberg,Thessaloniki
,,-1,-1,Bodrum,Thessaloniki
,,1886166,103800,Stuttgart,Thessaloniki
,,2997886,176880,Romford,Thessaloniki
,,-1,-1,Milan,Maia
,,-1,-1,Torrejon de Ardoz,Maia
,,-1,-1,Paris,Maia
,,-1,-1,La Laguna,Maia
,,-1,-1,Livorno,Maia
,,-1,-1,Romford,Maia
,,-1,-1,Minsk,Khimki
,,5087807,217800,Prokopyevsk,Khimki
,,2583214,123780,Orsk,Khimki
,,1660130,76020,Perm,Khimki
,,1947332,100440,Orenburg,Khimki
,,2621223,216960,Syktyvkar,Khimki
,,2497066,85380,Alicante,Munich
,,2032506,68944,Uppsala,Munich
,,601902,28200,Dresden,Munich
,,499178,25200,Milan,Munich
,,1251282,74880,Sibiu,Munich
,,1421825,82200,Sofia,Munich
,,926386,22860,Nantes,Geneva
,,998219,51120,Prague,Geneva
,,2484750,120272,Riga,Geneva
,,958519,43440,Basildon,Geneva
,,941181,43020,Romford,Geneva
,,216855,9568,Naples,Rome
,,689292,61200,Cagliari,Rome
,,841446,38240,Palermo,Rome
,,1634200,119101,Skopje,Rome
,,1862079,74280,Romford,Rome
,,859946,29728,Naples,Bergamo
,,1461338,53420,Palermo,Bergamo
,,947577,55500,Prague,Bergamo
,,1496966,81300,Sofia,Bergamo
,,1349363,66060,Romford,Bergamo
,,-1,-1,Minsk,Odintsovo
,,-1,-1,Vladikavkaz,Odintsovo
,,-1,-1,Perm,Odintsovo
,,-1,-1,Petrozavodsk,Odintsovo
,,-1,-1,Syktyvkar,Odintsovo
,,908935,32820,Milan,Paris
,,908935,32820,Milan,Paris
,,940150,35460,Nice,Paris
,,2249722,88500,Oslo,Paris
,,1310108,46680,Prague,Paris
,,955986,44100,Milan,Vienna
,,1338382,57088,Naples,Vienna
,,1454240,78932,Riga,Vienna
,,1001505,57600,Sofia,Vienna
,,1547438,67200,Romford,Vienna
,,1336640,40680,Munich,Croydon
,,1437557,49380,Milan,Croydon
,,-1,-1,Plymouth,Croydon
,,417173,32340,Paris,Croydon
,,-1,-1,Sofia,Croydon
,,2177195,74788,Naples,Romford
,,2837379,108360,Palermo,Romford
,,2643709,128072,Riga,Romford
,,-1,-1,Sofia,Romford
,,757206,28588,Naples,Venice
,,1294091,53540,Palermo,Venice
,,1119541,77580,Sofia,Venice
,,1555723,73080,Romford,Venice
,,410947,25920,Nice,Livorno
,,952726,54420,Paris,Livorno
,,709710,63480,Palermo,Livorno
,,1686817,76560,Romford,Livorno
,,3237172,144000,Paris,Oulu
,,1961674,81240,Oslo,Oulu
,,1081059,60872,Riga,Oulu
,,-1,-1,Trondheim,Oulu
,,2802898,144840,Milan,Vantaa
,,1248948,71100,Oslo,Vantaa
,,-1,-1,Prague,Vantaa
,,412098,34412,Riga,Vantaa
,,1288953,43711,Milan,Catania
,,601558,31741,Naples,Catania
,,-1,-1,Sofia,Catania
,,2568137,110502,Romford,Catania
,,2203088,121140,Milan,Athens
,,-1,-1,Skopje,Athens
,,810282,43846,Sofia,Athens
,,3499312,200326,Romford,Athens
,,2214500,82320,Paris,Siracusa
,,-1,-1,Skopje,Siracusa
,,-1,-1,Sofia,Siracusa
,,546693,26100,Munich,Bologna
,,1199341,46220,Palermo,Bologna
,,1504856,66720,Romford,Bologna
,,2091086,132961,Skopje,Eindhoven
,,2084072,106860,Sofia,Eindhoven
,,645259,19080,Romford,Eindhoven
,,2151985,117452,Riga,Copenhagen
,,2622608,146941,Skopje,Copenhagen
,,2262207,120840,Sofia,Copenhagen
,,635540,22380,Oslo,Uppsala
,,975934,91071,Riga,Uppsala
,,2232578,110940,Romford,Uppsala
,,2017093,69748,Naples,Charleroi
,,1601265,57600,Livorno,Charleroi
,,2209512,109740,Sofia,Charleroi
,,639921,33702,Palermo,Naples
,,-1,-1,Sofia,Naples
,,2074440,79702,Romford,Naples
,,1766006,89732,Riga,Salzburg
,,1078237,44100,Rotterdam,Salzburg
,,1478576,62760,Romford,Salzburg
,,1657241,72540,Novi Sad,Bonn
,,2117612,117541,Skopje,Bonn
,,636855,39300,Romford,Bonn
,,-1,-1,La Laguna,La Laguna
,,-1,-1,La Laguna,La Laguna
,,-1,-1,La Laguna,La Laguna
,,394057,12840,Oslo,Gothenburg
,,1825670,96300,Romford,Gothenburg
,,1925821,118201,Skopje,Strasbourg
,,1789039,96000,Sofia,Strasbourg
,,915680,74281,Skopje,Bratislava
,,1621386,73560,Romford,Bratislava
,,796496,49052,Riga,Warsaw
,,1686008,89940,Sofia,Warsaw
,,-1,-1,Sibiu,Luton
,,-1,-1,Sofia,Luton
,,1763793,83660,Palermo,Ulm
,,1478274,86520,Sofia,Ulm
,,2814454,133652,Riga,Bristol
,,-1,-1,Sofia,Bristol
,,4852892,198872,Riga,Odivelas
,,2374800,89460,Romford,Odivelas
,,1786289,82040,Palermo,Nuremberg
,,1027341,34080,Romford,Nuremberg
,,1534832,57288,Palermo,Turin
,,1439675,67443,Romford,Turin
,,-1,-1,La Laguna,Oslo
,,2074411,109800,Romford,Oslo
,,943507,39660,Paris,Nice
,,1757577,101400,Sofia,Nice
,,525599,38580,Paris,Southampton
,,949650,39120,Rennes,Southampton
,,1033905,64800,Milan,Cagliari
,,914342,66780,Parma,Cagliari
,,756050,33960,Paris,Toulouse
,,756050,33960,Paris,Toulouse
,,1262074,97529,Munich,Pristina
,,1321529,99389,Milan,Pristina
,,957480,36540,Munich,Hamburg
,,2372666,146028,Pristina,Hamburg
,,424433,18900,Munich,Graz
,,938256,76801,Skopje,Graz
,,-1,-1,Milan,Kamez
,,-1,-1,Romford,Kamez
,,2183677,107863,Milan,Vilnius
,,296757,20115,Riga,Vilnius
,,293719,8100,Munich,Stuttgart
,,1824202,121968,Pristina,Stuttgart
,,1855053,75149,Naples,Krakow
,,1801898,86040,Romford,Krakow
,,-1,-1,Naples,Sofia
,,2699317,116880,Romford,Sofia
,,899130,35248,Naples,Trieste
,,1688124,78900,Romford,Trieste
,,1149919,37598,Nantes,Marseille
,,-1,-1,Romford,Marseille
,,1590929,59880,Romford,Bydgoszcz
,,2034613,81000,Romford,Budapest
,,986717,46680,Romford,Annecy
,,982097,42120,Romford,Bordeaux
,,908981,45420,Romford,Aberdeen
,,1363269,72352,Romford,Aarhus
,,2810510,107820,Romford,Huelva
,,1868360,77040,Romford,Gdynia
,,616401,36900,Paris,Montpellier
,,1094211,32206,Romford,Grenoble
,,1430835,69120,Romford,Genoa
,,460514,35089,Sofia,Varna
,,1733910,85740,Romford,Sosnowiec
,,1648804,81204,Romford,Lodz
,,1439383,50880,Romford,Poznan
,,1390925,50820,Romford,Prague
,,2455082,117286,Romford,Riga
,,-1,-1,Romford,A Coruna
,,2619762,90362,Romford,Dos Hermanas
,,1974644,83760,Romford,Olsztyn
,,1325960,70868,Romford,Szczecin
,,904563,56400,Romford,Belfast
,,377911,33533,Skopje,Zemun
,,3084559,164161,Skopje,Norrkoping
,,1547117,80220,Milan,Rzeszow
,,-1,-1,Syktyvkar,Kazan
,,482196,23700,Oslo,Bergen
,,584900,27600,Oslo,Stavanger
,,1630005,58380,Oviedo,Nijmegen
,,720943,36554,Naples,Palermo
,,1312964,50720,Palermo,Verona
,,858451,36853,Bergamo,Giugliano in Campania
,,1200438,32640,Milan,Reggio di Calabria
,,-1,-1,Milan,Bacau
,,1936144,107701,Skopje,Frankfurt
,,399125,32372,Riga,Klaipeda
,,319373,20492,Riga,Tallinn
,,-1,-1,Surgut,Domodedovo
,,524042,35214,Bucharest,Chernivtsi
,,-1,-1,Trondheim,Trondheim
,,832795,28440,Munich,Munster
,,814704,37140,Munich,Brussels
,,1486514,48240,Munich,Solihull
,,-1,-1,Romford,Vigo
,,1086323,43380,Dos Hermanas,Barcelona
,,-1,-1,Kamez,Barcelona
,,945449,52717,Turin,Barcelona
,,-1,-1,Venice,Barcelona
,,1316211,29820,Vigo,Barcelona
,,1857080,78840,Vienna,Barcelona
,,2729701,95460,Warsaw,Barcelona
,,2729701,95460,Warsaw,Barcelona
,,1180045,24600,Jerez de la Frontera,Barcelona
,,1181656,37380,Zurich,Barcelona
,,507638,36300,Dos Hermanas,Torrejon de Ardoz
,,1057934,37440,Toulouse,Torrejon de Ardoz
,,1597061,69097,Turin,Torrejon de Ardoz
,,-1,-1,Venice,Torrejon de Ardoz
,,703703,18600,Vigo,Torrejon de Ardoz
,,2534046,108331,Vienna,Torrejon de Ardoz
,,495323,19980,Valencia,Torrejon de Ardoz
,,597657,18000,Jerez de la Frontera,Torrejon de Ardoz
,,1810449,51000,Zurich,Torrejon de Ardoz
,,2157331,123180,Salzburg,Vantaa
,,100210,12420,Tallinn,Vantaa
,,1368324,96240,Trondheim,Vantaa
,,164608,7500,Tampere,Vantaa
,,1948003,120480,Vienna,Vantaa
,,686370,57000,Vilnius,Vantaa
,,1204966,76980,Warsaw,Vantaa
,,2565800,137040,Zurich,Vantaa
,,1473669,58440,Toulouse,Munich
,,764219,43957,Turin,Munich
,,577384,37080,Venice,Munich
,,456078,21960,Vienna,Munich
,,1619490,73800,Vilnius,Munich
,,1209825,53700,Warsaw,Munich
,,393706,19800,Graz,Munich
,,392295,25080,Zurich,Munich
,,1447870,87611,Stavanger,Hoofddorp
,,1056647,39780,Salzburg,Hoofddorp
,,2170393,129000,Tampere,Hoofddorp
,,2174181,109751,Trondheim,Hoofddorp
,,1749766,77831,Oslo,Hoofddorp
,,1645889,63540,Venice,Hoofddorp
,,1215536,49800,Warsaw,Hoofddorp
,,1172771,50640,Graz,Hoofddorp
,,2180095,48960,Dos Hermanas,Paris
,,2180095,48960,Dos Hermanas,Paris
,,1176659,52200,Venice,Paris
,,1176659,52200,Venice,Paris
,,1362143,46680,Vienna,Paris
,,1650700,53100,Warsaw,Paris
,,819647,33600,Zurich,Paris
,,1792474,92220,Arkhangelsk,Khimki
,,2280788,123420,Chelyabinsk,Khimki
,,1553930,80820,Izhevsk,Khimki
,,5364333,211380,Krasnoyarsk,Khimki
,,3488688,87960,Ufa,Khimki
,,1353368,65220,Ulyanovsk,Khimki
,,2635730,112620,Volgograd,Khimki
,,691736,22380,Khimki,Saint Petersburg
,,4340610,101520,Ufa,Saint Petersburg
,,1957526,72240,Ulyanovsk,Saint Petersburg
,,-1,-1,Odintsovo,Saint Petersburg
,,3461445,127500,Volgograd,Saint Petersburg
,,2023725,42360,Voronezh,Saint Petersburg
,,2209523,123817,Turin,Bucharest
,,1649121,91140,Venice,Bucharest
,,532509,37007,Timisoara,Bucharest
,,1128806,62340,Vienna,Bucharest
,,1652076,86280,Warsaw,Bucharest
,,1851626,96900,Zurich,Bucharest
,,2151925,79080,Salzburg,Uppsala
,,-1,-1,Kamez,Uppsala
,,659624,70756,Tallinn,Uppsala
,,2562483,117322,Turin,Uppsala
,,391954,43207,Turku,Uppsala
,,2156944,84840,Zurich,Uppsala
,,-1,-1,Ufa,Odintsovo
,,-1,-1,Ulyanovsk,Odintsovo
,,-1,-1,Almetyevsk,Odintsovo
,,-1,-1,Kaliningrad,Odintsovo
,,-1,-1,Naberezhnyye Chelny,Odintsovo
,,-1,-1,Volgograd,Odintsovo
,,959022,35100,Salzburg,Hamburg
,,-1,-1,Kamez,Hamburg
,,2287150,132710,Varna,Hamburg
,,935616,39420,Vienna,Hamburg
,,964041,40440,Zurich,Hamburg
,,-1,-1,Kamez,Amiens
,,1276176,55140,Venice,Amiens
,,2063890,100727,Timisoara,Amiens
,,2394819,106440,Vilnius,Amiens
,,1243676,45780,Zaragoza,Amiens
,,2814823,90540,Dos Hermanas,Rome
,,-1,-1,Kamez,Rome
,,-1,-1,Kamez,Rome
,,533307,24000,Venice,Rome
,,1937100,81120,Warsaw,Rome
,,3143554,120300,Vienna,Malaga
,,4100218,149640,Vilnius,Malaga
,,3501771,114360,Warsaw,Malaga
,,3113392,125045,Wroclaw,Malaga
,,2292110,62820,Zurich,Malaga
,,2301267,83280,Dos Hermanas,Bergamo
,,-1,-1,Kamez,Bergamo
,,1354341,82107,Timisoara,Bergamo
,,843961,40620,Vienna,Bergamo
,,1638466,77820,Warsaw,Bergamo
,,206341,19074,Stavanger,Bergen
,,2545568,123300,Oulu,Bergen
,,1032926,58080,Trondheim,Bergen
,,482196,23700,Oslo,Bergen
,,2616235,91980,Dos Hermanas,Romford
,,-1,-1,Kamez,Romford
,,773269,21420,Tours,Romford
,,1658560,66720,Venice,Romford
,,1747386,61710,Romford,Warsaw
,,3795679,116700,Dos Hermanas,Warsaw
,,1911090,84000,Oslo,Warsaw
,,1911090,84000,Oslo,Warsaw
,,1577572,48420,Salzburg,Croydon
,,2855912,125880,Tallinn,Croydon
,,1304290,47062,Turin,Croydon
,,1812882,63780,Vienna,Croydon
,,-1,-1,Kamez,Athens
,,1832119,106200,Vienna,Athens
,,2255019,133320,Warsaw,Athens
,,-1,-1,Patra,Athens
,,1334807,50340,Vienna,Brussels
,,1752063,59100,Valencia,Brussels
,,1335599,45840,Warsaw,Brussels
,,827726,38400,Zurich,Brussels
,,-1,-1,Stavanger,Gdynia
,,2092720,104400,Oulu,Gdynia
,,1640135,67521,Verona,Gdynia
,,343454,14580,Warsaw,Gdynia
,,-1,-1,Kamez,Charleroi
,,1498484,60300,Venice,Charleroi
,,1389264,49140,Warsaw,Charleroi
,,1188899,52740,Graz,Charleroi
,,2873025,138000,Tallinn,Geneva
,,1055504,42180,Vienna,Geneva
,,1808375,81480,Warsaw,Geneva
,,291573,15000,Zurich,Geneva
,,1934046,100800,Bucharest,Stuttgart
,,1929406,118860,Thessaloniki,Stuttgart
,,749537,32160,Vienna,Stuttgart
,,243652,13680,Zurich,Stuttgart
,,-1,-1,Dos Hermanas,Las Palmas
,,-1,-1,Dos Hermanas,Las Palmas
,,-1,-1,Vienna,Las Palmas
,,-1,-1,Warsaw,Las Palmas
,,-1,-1,Kamez,Aberdeen
,,2522177,97740,Venice,Aberdeen
,,2024833,59760,Zurich,Aberdeen
,,-1,-1,Kamez,Saarbrucken
,,986939,41622,Vienna,Saarbrucken
,,925835,40182,Graz,Saarbrucken
,,1438673,68160,Romford,Verona
,,-1,-1,Kamez,Verona
,,1509678,69780,Warsaw,Verona
,,1653521,65940,Venice,Harrow
,,1731795,59520,Warsaw,Harrow
,,1531614,63960,Graz,Harrow
,,781564,31500,Vienna,Zurich
,,1541788,69000,Warsaw,Zurich
,,726612,37680,Graz,Zurich
,,-1,-1,Kamez,Bologna
,,-1,-1,Valencia,Bologna
,,444761,23640,Zurich,Bologna
,,2175439,111480,Toulouse,Siracusa
,,1303067,64235,Venice,Siracusa
,,1827845,81695,Vienna,Siracusa
,,-1,-1,Turin,Reggio di Calabria
,,1169986,47700,Venice,Reggio di Calabria
,,1150925,48501,Verona,Reggio di Calabria
,,273166,17280,Tampere,Tallinn
,,1760512,106560,Vienna,Tallinn
,,992148,58260,Warsaw,Tallinn
,,2316465,101263,Romford,Vilnius
,,2482487,111140,Turin,Vilnius
,,573842,38143,Warsaw,Vilnius
,,528383,28020,Stavanger,Oslo
,,1790492,72420,Szczecin,Oslo
,,557465,27660,Trondheim,Oslo
,,2247838,79680,Dos Hermanas,Milan
,,-1,-1,Kamez,Milan
,,850414,37500,Vienna,Milan
,,3437308,123780,Dos Hermanas,Catania
,,-1,-1,Turin,Catania
,,1234433,61111,Venice,Catania
,,1537549,75360,Romford,Wroclaw
,,359635,19985,Warsaw,Wroclaw
,,1668506,59940,Amiens,Wroclaw
,,3166446,130740,Khimki,Groznyy
,,-1,-1,Odintsovo,Groznyy
,,1759252,87240,Venice,Valencia
,,2994933,119705,Wroclaw,Valencia
,,2246352,95437,Turin,Gothenburg
,,1789442,73200,Zurich,Gothenburg
,,879750,50100,Vienna,Cluj-Napoca
,,1468791,79080,Warsaw,Cluj-Napoca
,,2616964,146940,Vienna,Oulu
,,3483094,150300,Zurich,Oulu
,,-1,-1,Trondheim,Trondheim
,,-1,-1,Trondheim,Trondheim
,,2630010,92940,Dos Hermanas,Livorno
,,-1,-1,Kamez,Livorno
,,613199,30480,Venice,Vienna
,,226645,20580,Graz,Vienna
,,1588208,76260,Khimki,Samara
,,-1,-1,Odintsovo,Samara
,,-1,-1,Valencia,Maia
,,-1,-1,Zurich,Maia
,,3552244,136920,Khimki,Murmansk
,,-1,-1,Odintsovo,Murmansk
,,379135,18300,Vienna,Ljubljana
,,1218081,63660,Warsaw,Ljubljana
,,-1,-1,Kamez,Luton
,,1761255,59760,Warsaw,Luton
,,-1,-1,Kamez,Bari
,,1012622,43200,Venice,Bari
,,-1,-1,Dos Hermanas,Sale
,,-1,-1,Venice,Sale
,,-1,-1,La Laguna,La Laguna
,,-1,-1,La Laguna,La Laguna
,,2932735,84780,Dos Hermanas,Nuremberg
,,-1,-1,Kamez,Nuremberg
,,3637553,167520,Stavanger,Alicante
,,4356826,183540,Trondheim,Alicante
,,1262796,48240,Graz,Foggia
,,-1,-1,Venice,Skopje
,,1353886,66860,Venice,Palermo
,,690464,43500,Graz,Novi Sad
,,749816,31462,Venice,Naples
,,939184,47460,Warsaw,Budapest
,,-1,-1,Vienna,Santander
,,1720015,70685,Wroclaw,Solihull
,,637099,38640,Warsaw,Prague
,,1308235,53481,Verona,Poznan
,,236417,22441,Coimbra,Oeiras
,,356985,19740,Warsaw,Sosnowiec
,,-1,-1,Coimbra,Aves
,,-1,-1,Warsaw,Krakow
,,2218762,67740,Warsaw,Grenoble
,,2888750,105598,Venice,Odivelas
,,-1,-1,Kamez,Villeurbanne
,,953047,47220,Venice,Frankfurt
,,2368481,126038,Bonn,Varna
,,1773198,81660,Romford,Graz
,,1805565,67800,Romford,Zaragoza
,,-1,-1,Khimki,Cherepovets
,,1976346,132024,Khimki,Kaliningrad
,,2480659,180300,Khimki,Magnitogorsk
,,1574957,135000,Khimki,Naberezhnyye Chelny
,,-1,-1,Khimki,Stavropol
,,1750267,54900,Salzburg,Bristol
,,-1,-1,Kamez,Genoa
,,-1,-1,Kamez,Perugia
,,-1,-1,Kamez,Trieste
,,-1,-1,Kamez,Venice
,,256701,8460,Toulouse,Bordeaux
,,-1,-1,Turin,Taranto
,,1177415,69970,Turin,Cagliari
,,-1,-1,Venice,Marseille
,,1358898,92220,Venice,Sofia
,,-1,-1,Venice,Kamez
,,5760985,180660,Ufa,Sochi
,,-1,-1,Ufa,Domodedovo
,,4316816,162060,Ufa,Krasnoyarsk
,,1622133,114989,Zurich,Pristina
