route,time,departure airport,arrival airport,departure city,arrival city
"{'LHR', 'SZG'}",130.0,LHR,SZG,London,Salzburg
"{'LHR', 'TLS'}",115.0,LHR,TLS,London,Toulouse
"{'LHR', 'VIE'}",140.0,LHR,VIE,London,Vienna
"{'LHR', 'ZRH'}",107.5,LHR,ZRH,London,Zürich
"{'LIL', 'GVA'}",80.0,LIL,GVA,Lille,Geneva
"{'LIN', 'AMS'}",115.0,LIN,AMS,Milan,Amsterdam
"{'LIN', 'BRU'}",85.0,LIN,BRU,Milan,Brussels
"{'LIN', 'CAG'}",82.5,LIN,CAG,Milan,Cagliari
"{'LIN', 'CDG'}",95.0,LIN,CDG,Milan,Paris
"{'LIN', 'CTA'}",115.0,LIN,CTA,Milan,Catania
"{'LIN', 'HEL'}",185.0,LIN,HEL,Milan,Helsinki
"{'LIN', 'MAD'}",145.0,LIN,MAD,Milan,Madrid
"{'LIN', 'MUC'}",70.0,LIN,MUC,Milan,Munich
"{'LIN', 'REG'}",100.0,LIN,REG,Milan,Messina
"{'LIN', 'SUF'}",97.5,LIN,SUF,Milan,Cosenza
"{'LIS', 'ALC'}",105.0,LIS,ALC,Lisbon,Alicante
"{'LIS', 'AMS'}",190.0,LIS,AMS,Lisbon,Amsterdam
"{'LIS', 'BCN'}",117.5,LIS,BCN,Lisbon,Barcelona
"{'LIS', 'BGY'}",175.0,LIS,BGY,Lisbon,Monza
"{'LIS', 'BOD'}",115.0,LIS,BOD,Lisbon,Bordeaux
"{'LIS', 'BRU'}",170.0,LIS,BRU,Lisbon,Brussels
"{'LIS', 'CDG'}",155.0,LIS,CDG,Lisbon,Paris
"{'LIS', 'CGN'}",185.0,LIS,CGN,Lisbon,Cologne
"{'LIS', 'CIA'}",190.0,LIS,CIA,Lisbon,Rome
"{'LIS', 'GVA'}",155.0,LIS,GVA,Lisbon,Geneva
"{'LIS', 'HEL'}",275.0,LIS,HEL,Lisbon,Helsinki
"{'LIS', 'LGW'}",155.0,LIS,LGW,Lisbon,London
"{'LHR', 'LIS'}",165.0,LHR,LIS,London,Lisbon
"{'LIS', 'LUX'}",160.0,LIS,LUX,Lisbon,Trier
"{'LIS', 'LYS'}",145.0,LIS,LYS,Lisbon,Lyon
"{'LIS', 'MAD'}",80.0,LIS,MAD,Lisbon,Madrid
"{'LIS', 'MUC'}",190.0,LIS,MUC,Lisbon,Munich
"{'LIS', 'MXP'}",175.0,LIS,MXP,Lisbon,Novara
"{'LIS', 'OPO'}",60.0,LIS,OPO,Lisbon,Porto
"{'LIS', 'ORY'}",151.25,LIS,ORY,Lisbon,Paris
"{'LIS', 'OSL'}",250.0,LIS,OSL,Lisbon,Oslo
"{'LIS', 'PDL'}",137.5,LIS,PDL,Lisbon,Ponta Delgada
"{'LIS', 'VIE'}",215.0,LIS,VIE,Lisbon,Vienna
"{'LIS', 'VLC'}",92.5,LIS,VLC,Lisbon,Valencia
"{'LIS', 'WMI'}",250.0,LIS,WMI,Lisbon,Warsaw
"{'LIS', 'ZRH'}",170.0,LIS,ZRH,Lisbon,Zürich
"{'LLA', 'ARN'}",80.0,LLA,ARN,Luleå,Stockholm
"{'ALC', 'LPL'}",170.0,ALC,LPL,Alicante,Liverpool
"{'LPL', 'BCN'}",155.0,LPL,BCN,Liverpool,Barcelona
"{'LPL', 'GDN'}",145.0,LPL,GDN,Liverpool,Gdańsk
"{'LPL', 'OTP'}",220.0,LPL,OTP,Liverpool,Bucharest
"{'RVN', 'LPL'}",245.0,RVN,LPL,Rovaniemi,Liverpool
"{'LTN', 'AGP'}",172.5,LTN,AGP,London,Málaga
"{'LTN', 'BCN'}",125.0,LTN,BCN,London,Barcelona
"{'LTN', 'BFS'}",75.0,LTN,BFS,London,Belfast
"{'CLJ', 'LTN'}",185.0,CLJ,LTN,Cluj-Napoca,London
"{'LTN', 'EDI'}",75.0,LTN,EDI,London,Dunfermline
"{'LTN', 'GDN'}",140.0,LTN,GDN,London,Gdańsk
"{'LTN', 'GNB'}",107.5,LTN,GNB,London,Grenoble
"{'LTN', 'GVA'}",105.0,LTN,GVA,London,Geneva
"{'LTN', 'IAS'}",205.0,LTN,IAS,London,Iaşi
"{'LTN', 'OTP'}",207.5,LTN,OTP,London,Bucharest
"{'LTN', 'PRN'}",202.5,LTN,PRN,London,Pristina
"{'LTN', 'SCV'}",195.0,LTN,SCV,London,Botoşani
"{'LTN', 'TOS'}",225.0,LTN,TOS,London,Tromsø
"{'LTN', 'VNO'}",167.5,LTN,VNO,London,Vilnius
"{'LTN', 'WRO'}",127.5,LTN,WRO,London,Wrocław
"{'LUX', 'AGP'}",162.5,LUX,AGP,Trier,Málaga
"{'LUX', 'BGY'}",75.0,LUX,BGY,Trier,Monza
"{'LUX', 'OPO'}",152.5,LUX,OPO,Trier,Porto
"{'LUZ', 'LTN'}",160.0,LUZ,LTN,Lublin,London
"{'LYS', 'ACE'}",215.0,LYS,ACE,Lyon,Arrecife
"{'LYS', 'ARN'}",185.0,LYS,ARN,Lyon,Stockholm
"{'LYS', 'CDG'}",72.5,LYS,CDG,Lyon,Paris
"{'LYS', 'EDI'}",140.0,LYS,EDI,Lyon,Dunfermline
"{'LYS', 'MAD'}",115.0,LYS,MAD,Lyon,Madrid
"{'LYS', 'MUC'}",80.0,LYS,MUC,Lyon,Munich
"{'AGP', 'MAD'}",75.0,AGP,MAD,Málaga,Madrid
"{'BCN', 'MAD'}",85.0,BCN,MAD,Barcelona,Madrid
"{'BLQ', 'MAD'}",155.0,BLQ,MAD,Bologna,Madrid
"{'BOD', 'MAD'}",85.0,BOD,MAD,Bordeaux,Madrid
"{'BRU', 'MAD'}",147.5,BRU,MAD,Brussels,Madrid
"{'HAM', 'MAD'}",175.0,HAM,MAD,Hamburg,Madrid
"{'LGW', 'MAD'}",145.0,LGW,MAD,London,Madrid
"{'OPO', 'MAD'}",75.0,OPO,MAD,Porto,Madrid
"{'MAN', 'ACE'}",262.5,MAN,ACE,Manchester,Arrecife
"{'MAN', 'AGP'}",177.5,MAN,AGP,Manchester,Málaga
"{'MAN', 'ALC'}",167.5,MAN,ALC,Manchester,Alicante
"{'MAN', 'AMS'}",77.5,MAN,AMS,Manchester,Amsterdam
"{'MAN', 'BCN'}",135.0,MAN,BCN,Manchester,Barcelona
"{'MAN', 'BFS'}",61.25,MAN,BFS,Manchester,Belfast
"{'MAN', 'BHD'}",70.0,MAN,BHD,Manchester,Belfast
"{'MAN', 'BUD'}",162.5,MAN,BUD,Manchester,Budapest
"{'MAN', 'CDG'}",87.5,MAN,CDG,Manchester,Paris
"{'MAN', 'CGN'}",97.5,MAN,CGN,Manchester,Cologne
"{'MAN', 'CIA'}",167.5,MAN,CIA,Manchester,Rome
"{'MAN', 'CMF'}",125.0,MAN,CMF,Manchester,Annecy
"{'MAN', 'CPH'}",115.0,MAN,CPH,Manchester,Copenhagen
"{'MAN', 'FNC'}",242.5,MAN,FNC,Manchester,Funchal
"{'MAN', 'FRA'}",100.0,MAN,FRA,Manchester,Frankfurt
"{'MAN', 'GNB'}",115.0,MAN,GNB,Manchester,Grenoble
"{'MAN', 'GVA'}",116.66666666666669,MAN,GVA,Manchester,Geneva
"{'MAN', 'HEL'}",172.5,MAN,HEL,Manchester,Helsinki
"{'MAN', 'KRK'}",150.0,MAN,KRK,Manchester,Kraków
"{'MAN', 'LHR'}",62.5,MAN,LHR,Manchester,London
"{'MAN', 'LIS'}",167.5,MAN,LIS,Manchester,Lisbon
"{'MAN', 'MAD'}",155.0,MAN,MAD,Manchester,Madrid
"{'MAN', 'MUC'}",125.0,MAN,MUC,Manchester,Munich
"{'MAN', 'POZ'}",130.0,MAN,POZ,Manchester,Poznań
"{'MAN', 'PRG'}",135.0,MAN,PRG,Manchester,Prague
"{'MAN', 'RMU'}",170.0,MAN,RMU,Manchester,Murcia
"{'MAN', 'RZE'}",170.0,MAN,RZE,Manchester,Rzeszów
"{'MAN', 'SDR'}",125.0,MAN,SDR,Manchester,Santander
"{'MAN', 'SVQ'}",170.0,MAN,SVQ,Manchester,Sevilla
"{'MAN', 'SZG'}",135.0,MAN,SZG,Manchester,Salzburg
"{'MAN', 'VCE'}",145.0,MAN,VCE,Manchester,Venice
"{'MAN', 'VRN'}",145.0,MAN,VRN,Manchester,Verona
"{'MAN', 'WRO'}",137.5,MAN,WRO,Manchester,Wrocław
"{'MCX', 'DME'}",185.0,MCX,DME,Makhachkala,Moscow
"{'MCX', 'LED'}",200.0,MCX,LED,Makhachkala,Saint Petersburg
"{'MCX', 'SVO'}",195.0,MCX,SVO,Makhachkala,Moscow
"{'MCX', 'VKO'}",167.5,MCX,VKO,Makhachkala,Moscow
"{'MJT', 'ATH'}",60.0,MJT,ATH,Mytilíni,Athens
"{'MLN', 'AGP'}",57.5,MLN,AGP,Ciudad de Melilla,Málaga
"{'MLN', 'GRX'}",60.0,MLN,GRX,Ciudad de Melilla,Granada
"{'MLN', 'LEI'}",55.0,MLN,LEI,Ciudad de Melilla,Almería
"{'MMX', 'ARN'}",70.0,MMX,ARN,Malmö,Stockholm
"{'MMX', 'BMA'}",80.0,MMX,BMA,Malmö,Stockholm
"{'MPL', 'AMS'}",125.0,MPL,AMS,Montpellier,Amsterdam
"{'MPL', 'CDG'}",87.5,MPL,CDG,Montpellier,Paris
"{'MRS', 'AGP'}",120.0,MRS,AGP,Marseille,Málaga
"{'MRS', 'AJA'}",50.0,MRS,AJA,Marseille,Ajaccio
"{'MRS', 'ALC'}",95.0,MRS,ALC,Marseille,Alicante
"{'MRS', 'BIA'}",55.0,MRS,BIA,Marseille,Bastia
"{'MRS', 'BUD'}",120.0,MRS,BUD,Marseille,Budapest
"{'MRS', 'CDG'}",95.0,MRS,CDG,Marseille,Paris
"{'MRS', 'CRL'}",105.0,MRS,CRL,Marseille,Brussels
"{'MRS', 'LIS'}",140.0,MRS,LIS,Marseille,Lisbon
"{'MRS', 'LYS'}",65.0,MRS,LYS,Marseille,Lyon
"{'MRS', 'MAD'}",107.5,MRS,MAD,Marseille,Madrid
"{'MRS', 'NTE'}",90.0,MRS,NTE,Marseille,Nantes
"{'MRS', 'ORY'}",82.5,MRS,ORY,Marseille,Paris
"{'MRS', 'OTP'}",165.0,MRS,OTP,Marseille,Bucharest
"{'MRV', 'AER'}",62.5,MRV,AER,Pyatigorsk,Sochi
"{'MRV', 'CEE'}",210.0,MRV,CEE,Pyatigorsk,Cherepovets
"{'MRV', 'CEK'}",192.5,MRV,CEK,Pyatigorsk,Chelyabinsk
"{'MRV', 'DME'}",195.0,MRV,DME,Pyatigorsk,Moscow
"{'MRV', 'KLF'}",185.0,MRV,KLF,Pyatigorsk,Kaluga
"{'MRV', 'KUF'}",160.0,MRV,KUF,Pyatigorsk,Samara
"{'MRV', 'LED'}",180.0,MRV,LED,Pyatigorsk,Saint Petersburg
"{'MRV', 'MQF'}",160.0,MRV,MQF,Pyatigorsk,Magnitogorsk
"{'MRV', 'NBC'}",170.0,MRV,NBC,Pyatigorsk,Naberezhnyye Chelny
"{'MRV', 'PEE'}",197.5,MRV,PEE,Pyatigorsk,Perm
"{'MRV', 'SVO'}",197.5,MRV,SVO,Pyatigorsk,Moscow
"{'MRV', 'UFA'}",170.0,MRV,UFA,Pyatigorsk,Ufa
"{'MRV', 'VKO'}",142.5,MRV,VKO,Pyatigorsk,Moscow
"{'MRV', 'VOG'}",130.0,MRV,VOG,Pyatigorsk,Volgograd
"{'MSQ', 'LED'}",85.0,MSQ,LED,Horad Zhodzina,Saint Petersburg
"{'MSQ', 'SVO'}",90.0,MSQ,SVO,Horad Zhodzina,Moscow
"{'MSQ', 'VKO'}",85.0,MSQ,VKO,Horad Zhodzina,Moscow
"{'MUC', 'AGP'}",180.0,MUC,AGP,Munich,Málaga
"{'ALC', 'MUC'}",155.0,ALC,MUC,Alicante,Munich
"{'ARN', 'MUC'}",135.0,ARN,MUC,Stockholm,Munich
"{'MUC', 'BCN'}",125.0,MUC,BCN,Munich,Barcelona
"{'MUC', 'BHX'}",115.0,MUC,BHX,Munich,Birmingham
"{'MUC', 'BLQ'}",67.5,MUC,BLQ,Munich,Bologna
"{'MUC', 'BRU'}",77.5,MUC,BRU,Munich,Brussels
"{'DRS', 'MUC'}",55.0,DRS,MUC,Dresden,Munich
"{'MUC', 'FMO'}",65.0,MUC,FMO,Munich,Münster
"{'MUC', 'GRZ'}",50.0,MUC,GRZ,Munich,Graz
"{'MUC', 'HAM'}",77.5,MUC,HAM,Munich,Hamburg
"{'MUC', 'LGW'}",110.0,MUC,LGW,Munich,London
"{'MUC', 'PRN'}",120.0,MUC,PRN,Munich,Pristina
"{'MUC', 'SKG'}",130.0,MUC,SKG,Munich,Thessaloníki
"{'MUC', 'STR'}",50.0,MUC,STR,Munich,Stuttgart
"{'MUC', 'VLC'}",145.0,MUC,VLC,Munich,Valencia
"{'MXP', 'ALC'}",127.5,MXP,ALC,Novara,Alicante
"{'MXP', 'AMS'}",117.5,MXP,AMS,Novara,Amsterdam
"{'MXP', 'ATH'}",147.5,MXP,ATH,Novara,Athens
"{'MXP', 'BCM'}",150.0,MXP,BCM,Novara,Bacău
"{'MXP', 'BCN'}",97.5,MXP,BCN,Novara,Barcelona
"{'MXP', 'CAG'}",90.0,MXP,CAG,Novara,Cagliari
"{'MXP', 'CDG'}",90.0,MXP,CDG,Novara,Paris
"{'MXP', 'CTA'}",117.5,MXP,CTA,Novara,Catania
"{'MXP', 'HEL'}",185.0,MXP,HEL,Novara,Helsinki
"{'MXP', 'LGW'}",116.25,MXP,LGW,Novara,London
"{'MXP', 'MAD'}",142.5,MXP,MAD,Novara,Madrid
"{'MXP', 'MUC'}",70.0,MXP,MUC,Novara,Munich
"{'MXP', 'OPO'}",155.0,MXP,OPO,Novara,Porto
"{'MXP', 'ORY'}",95.0,MXP,ORY,Novara,Paris
"{'MXP', 'PRN'}",130.0,MXP,PRN,Novara,Pristina
"{'MXP', 'RZE'}",127.5,MXP,RZE,Novara,Rzeszów
"{'MXP', 'SUF'}",110.0,MXP,SUF,Novara,Cosenza
"{'MXP', 'TGD'}",110.0,MXP,TGD,Novara,Shkodër
"{'MXP', 'VIE'}",90.0,MXP,VIE,Novara,Vienna
"{'MXP', 'VNO'}",165.0,MXP,VNO,Novara,Vilnius
"{'MXP', 'ZRH'}",57.5,MXP,ZRH,Novara,Zürich
"{'NAP', 'BCN'}",117.5,NAP,BCN,Naples,Barcelona
"{'NAP', 'BGY'}",85.0,NAP,BGY,Naples,Monza
"{'NAP', 'CRL'}",137.5,NAP,CRL,Naples,Brussels
"{'NAP', 'CTA'}",65.0,NAP,CTA,Naples,Catania
"{'NAP', 'FCO'}",55.0,NAP,FCO,Naples,Rome
"{'NAP', 'KRK'}",120.0,NAP,KRK,Naples,Kraków
"{'NAP', 'LIN'}",77.5,NAP,LIN,Naples,Milan
"{'NAP', 'MXP'}",92.5,NAP,MXP,Naples,Novara
"{'NAP', 'OTP'}",117.5,NAP,OTP,Naples,Bucharest
"{'NAP', 'PMO'}",60.0,NAP,PMO,Naples,Palermo
"{'NAP', 'SOF'}",100.0,NAP,SOF,Naples,Sofia
"{'NAP', 'STN'}",175.0,NAP,STN,Naples,London
"{'NAP', 'TRS'}",75.0,NAP,TRS,Naples,Trieste
"{'NAP', 'VCE'}",80.0,NAP,VCE,Naples,Venice
"{'NAP', 'VIE'}",105.0,NAP,VIE,Naples,Vienna
"{'NAP', 'VLC'}",125.0,NAP,VLC,Naples,Valencia
"{'NBC', 'LED'}",145.0,NBC,LED,Naberezhnyye Chelny,Saint Petersburg
"{'NCE', 'BCN'}",80.0,NCE,BCN,Nice,Barcelona
"{'NCE', 'BIA'}",50.0,NCE,BIA,Nice,Bastia
"{'NCE', 'CDG'}",96.66666666666669,NCE,CDG,Nice,Paris
"{'NCE', 'MAD'}",120.0,NCE,MAD,Nice,Madrid
"{'NCE', 'ZRH'}",72.5,NCE,ZRH,Nice,Zürich
"{'NCL', 'AGP'}",190.0,NCL,AGP,Gateshead,Málaga
"{'NCL', 'ALC'}",177.5,NCL,ALC,Gateshead,Alicante
"{'NNM', 'KZN'}",145.0,NNM,KZN,Nar’yan-Mar,Kazan
"{'NOZ', 'SVO'}",287.5,NOZ,SVO,Novokuznetsk,Moscow
"{'NQY', 'LGW'}",80.0,NQY,LGW,Camborne,London
"{'NRN', 'AGP'}",182.5,NRN,AGP,Mönchengladbach,Málaga
"{'NRN', 'SKG'}",170.0,NRN,SKG,Mönchengladbach,Thessaloníki
"{'NTE', 'ACE'}",195.0,NTE,ACE,Nantes,Arrecife
"{'NTE', 'AMS'}",92.5,NTE,AMS,Nantes,Amsterdam
"{'NTE', 'GVA'}",82.5,NTE,GVA,Nantes,Geneva
"{'NTE', 'MAD'}",100.0,NTE,MAD,Nantes,Madrid
"{'NTE', 'MRS'}",90.0,NTE,MRS,Nantes,Marseille
"{'NUE', 'SKG'}",145.0,NUE,SKG,Nuremberg,Thessaloníki
"{'NYO', 'OTP'}",175.0,NYO,OTP,Nyköping,Bucharest
"{'OGZ', 'VKO'}",175.0,OGZ,VKO,Vladikavkaz,Moscow
"{'OHD', 'ZRH'}",125.0,OHD,ZRH,Ohrid,Zürich
"{'OMR', 'OTP'}",82.5,OMR,OTP,Oradea,Bucharest
"{'MAD', 'OPO'}",80.0,MAD,OPO,Madrid,Porto
"{'ORY', 'ACE'}",235.0,ORY,ACE,Paris,Arrecife
"{'ORY', 'AGP'}",150.0,ORY,AGP,Paris,Málaga
"{'ORY', 'BCN'}",100.0,ORY,BCN,Paris,Barcelona
"{'ORY', 'BIA'}",100.0,ORY,BIA,Paris,Bastia
"{'ORY', 'LDE'}",85.0,ORY,LDE,Paris,Pau
"{'ORY', 'LGW'}",72.5,ORY,LGW,Paris,London
"{'ORY', 'MAD'}",125.0,ORY,MAD,Paris,Madrid
"{'ORY', 'MPL'}",85.0,ORY,MPL,Paris,Montpellier
"{'ORY', 'MXP'}",85.0,ORY,MXP,Paris,Novara
"{'ORY', 'NCE'}",87.5,ORY,NCE,Paris,Nice
"{'ORY', 'OPO'}",135.0,ORY,OPO,Paris,Porto
"{'ORY', 'SOU'}",90.0,ORY,SOU,Paris,Portsmouth
"{'ORY', 'TLS'}",75.0,ORY,TLS,Paris,Toulouse
"{'ORY', 'VLC'}",116.66666666666669,ORY,VLC,Paris,Valencia
"{'OSL', 'AGP'}",250.0,OSL,AGP,Oslo,Málaga
"{'OSL', 'ALC'}",230.0,OSL,ALC,Oslo,Alicante
"{'OSL', 'AMS'}",115.0,OSL,AMS,Oslo,Amsterdam
"{'OSL', 'ARN'}",72.5,OSL,ARN,Oslo,Stockholm
"{'OSL', 'BGO'}",56.25,OSL,BGO,Oslo,Bergen
"{'OSL', 'CDG'}",150.0,OSL,CDG,Oslo,Paris
"{'OSL', 'GOT'}",55.0,OSL,GOT,Oslo,Gothenburg
"{'OSL', 'HEL'}",125.0,OSL,HEL,Oslo,Helsinki
"{'OSL', 'SVG'}",60.0,OSL,SVG,Oslo,Sandnes
"{'OSL', 'TOS'}",117.5,OSL,TOS,Oslo,Tromsø
"{'OSL', 'ZRH'}",150.0,OSL,ZRH,Oslo,Zürich
"{'OSW', 'SVO'}",160.0,OSW,SVO,Orsk,Moscow
"{'BLL', 'OTP'}",160.0,BLL,OTP,Kolding,Bucharest
"{'BLQ', 'OTP'}",125.0,BLQ,OTP,Bologna,Bucharest
"{'CIA', 'OTP'}",120.0,CIA,OTP,Rome,Bucharest
"{'LGW', 'OTP'}",190.0,LGW,OTP,London,Bucharest
"{'OVD', 'ACE'}",160.0,OVD,ACE,Gijón,Arrecife
"{'OVD', 'BCN'}",85.0,OVD,BCN,Gijón,Barcelona
"{'OVD', 'MAD'}",75.0,OVD,MAD,Gijón,Madrid
"{'OVD', 'NRN'}",132.5,OVD,NRN,Gijón,Mönchengladbach
"{'PDL', 'OPO'}",145.0,PDL,OPO,Ponta Delgada,Porto
"{'PEE', 'LED'}",146.25,PEE,LED,Perm,Saint Petersburg
"{'PEE', 'SVO'}",135.0,PEE,SVO,Perm,Moscow
"{'PEE', 'VKO'}",127.5,PEE,VKO,Perm,Moscow
"{'PES', 'VKO'}",95.0,PES,VKO,Petrozavodsk,Moscow
"{'PMF', 'CAG'}",80.0,PMF,CAG,Parma,Cagliari
"{'PMO', 'BCN'}",115.0,PMO,BCN,Palermo,Barcelona
"{'PMO', 'BGY'}",100.0,PMO,BGY,Palermo,Monza
"{'PMO', 'BLQ'}",90.0,PMO,BLQ,Palermo,Bologna
"{'PMO', 'FCO'}",75.0,PMO,FCO,Palermo,Rome
"{'PMO', 'FMM'}",117.5,PMO,FMM,Palermo,Ulm
"{'PMO', 'LIN'}",95.0,PMO,LIN,Palermo,Milan
"{'PMO', 'MAD'}",160.0,PMO,MAD,Palermo,Madrid
"{'PMO', 'MXP'}",105.0,PMO,MXP,Palermo,Novara
"{'PMO', 'NAP'}",60.0,PMO,NAP,Palermo,Naples
"{'PMO', 'NUE'}",127.5,PMO,NUE,Palermo,Nuremberg
"{'PMO', 'PSA'}",80.0,PMO,PSA,Palermo,Livorno
"{'PMO', 'STN'}",190.0,PMO,STN,Palermo,London
"{'PMO', 'TRN'}",100.0,PMO,TRN,Palermo,Turin
"{'PMO', 'VCE'}",95.0,PMO,VCE,Palermo,Venice
"{'PMO', 'VLC'}",127.5,PMO,VLC,Palermo,Valencia
"{'PMO', 'VRN'}",92.5,PMO,VRN,Palermo,Verona
"{'PNA', 'MAD'}",65.0,PNA,MAD,Pamplona,Madrid
"{'PRG', 'AGP'}",200.0,PRG,AGP,Prague,Málaga
"{'PRG', 'BCN'}",147.5,PRG,BCN,Prague,Barcelona
"{'PRG', 'BGY'}",80.0,PRG,BGY,Prague,Monza
"{'PRG', 'CDG'}",105.0,PRG,CDG,Prague,Paris
"{'PRG', 'GVA'}",90.0,PRG,GVA,Prague,Geneva
"{'PRG', 'HEL'}",135.0,PRG,HEL,Prague,Helsinki
"{'PRG', 'MAD'}",185.0,PRG,MAD,Prague,Madrid
"{'PRN', 'HAM'}",158.75,PRN,HAM,Pristina,Hamburg
"{'PRN', 'STR'}",125.0,PRN,STR,Pristina,Stuttgart
"{'PSA', 'CRL'}",105.0,PSA,CRL,Livorno,Brussels
"{'PSA', 'MAD'}",145.0,PSA,MAD,Livorno,Madrid
"{'PSA', 'OPO'}",155.0,PSA,OPO,Livorno,Porto
"{'PSA', 'VLC'}",110.0,PSA,VLC,Livorno,Valencia
"{'BGY', 'PSR'}",75.0,BGY,PSR,Monza,Pescara
"{'REN', 'LED'}",172.5,REN,LED,Orenburg,Saint Petersburg
"{'REN', 'SVO'}",141.66666666666666,REN,SVO,Orenburg,Moscow
"{'RIX', 'AMS'}",145.0,RIX,AMS,Riga,Amsterdam
"{'RIX', 'ARN'}",70.0,RIX,ARN,Riga,Stockholm
"{'RIX', 'BRS'}",180.0,RIX,BRS,Riga,Bristol
"{'RIX', 'CPH'}",90.0,RIX,CPH,Riga,Copenhagen
"{'RIX', 'GVA'}",165.0,RIX,GVA,Riga,Geneva
"{'RIX', 'HEL'}",65.0,RIX,HEL,Riga,Helsinki
"{'RIX', 'LIS'}",270.0,RIX,LIS,Riga,Lisbon
"{'RIX', 'PLQ'}",39.0,RIX,PLQ,Riga,Klaipėda
"{'RIX', 'STN'}",175.0,RIX,STN,Riga,London
"{'RIX', 'SZG'}",132.5,RIX,SZG,Riga,Salzburg
"{'RIX', 'TLL'}",50.0,RIX,TLL,Riga,Tallinn
"{'RIX', 'VIE'}",127.5,RIX,VIE,Riga,Vienna
"{'RIX', 'VNO'}",48.0,RIX,VNO,Riga,Vilnius
"{'RIX', 'WAW'}",80.0,RIX,WAW,Riga,Warsaw
"{'RTM', 'AGP'}",172.5,RTM,AGP,Rotterdam,Málaga
"{'RTM', 'ALC'}",150.0,RTM,ALC,Rotterdam,Alicante
"{'RTM', 'SZG'}",90.0,RTM,SZG,Rotterdam,Salzburg
"{'SBZ', 'LTN'}",182.5,SBZ,LTN,Sibiu,London
"{'SBZ', 'MUC'}",102.5,SBZ,MUC,Sibiu,Munich
"{'SCQ', 'ACE'}",155.0,SCQ,ACE,Santiago de Compostela,Arrecife
"{'SCQ', 'MAD'}",72.5,SCQ,MAD,Santiago de Compostela,Madrid
"{'SCQ', 'VLC'}",92.5,SCQ,VLC,Santiago de Compostela,Valencia
"{'OTP', 'SCV'}",70.0,OTP,SCV,Bucharest,Botoşani
"{'SCW', 'LED'}",115.0,SCW,LED,Syktyvkar,Saint Petersburg
"{'SCW', 'SVO'}",120.0,SCW,SVO,Syktyvkar,Moscow
"{'SCW', 'VKO'}",125.0,SCW,VKO,Syktyvkar,Moscow
"{'SDR', 'MAD'}",70.0,SDR,MAD,Santander,Madrid
"{'SEN', 'GVA'}",95.0,SEN,GVA,Basildon,Geneva
"{'SIP', 'LED'}",195.0,SIP,LED,Simferopol,Saint Petersburg
"{'RHO', 'SKG'}",75.0,RHO,SKG,Ródos,Thessaloníki
"{'STR', 'SKG'}",135.0,STR,SKG,Stuttgart,Thessaloníki
