route,time,departure airport,arrival airport,departure city,arrival city
"{'SKP', 'ATH'}",90.0,SKP,ATH,Skopje,Athens
"{'SKP', 'BEG'}",70.0,SKP,BEG,Skopje,Belgrade
"{'SKP', 'BTS'}",92.5,SKP,BTS,Skopje,Bratislava
"{'SKP', 'CGN'}",157.5,SKP,CGN,Skopje,Cologne
"{'SKP', 'CPH'}",175.0,SKP,CPH,Skopje,Copenhagen
"{'SKP', 'EIN'}",155.0,SKP,EIN,Skopje,Eindhoven
"{'SKP', 'FCO'}",105.0,SKP,FCO,Skopje,Rome
"{'SKP', 'FKB'}",135.0,SKP,FKB,Skopje,Karlsruhe
"{'SKP', 'FRA'}",145.0,SKP,FRA,Skopje,Frankfurt
"{'SKP', 'NYO'}",185.0,SKP,NYO,Skopje,Nyköping
"{'SKP', 'ZAG'}",85.0,SKP,ZAG,Skopje,Bistrica ob Sotli
"{'SKP', 'ZRH'}",130.0,SKP,ZRH,Skopje,Zürich
"{'SOF', 'ALC'}",202.5,SOF,ALC,Sofia,Alicante
"{'SOF', 'ATH'}",80.0,SOF,ATH,Sofia,Athens
"{'SOF', 'BCN'}",175.0,SOF,BCN,Sofia,Barcelona
"{'SOF', 'BGY'}",120.0,SOF,BGY,Sofia,Monza
"{'SOF', 'BRS'}",200.0,SOF,BRS,Sofia,Bristol
"{'SOF', 'CPH'}",185.0,SOF,CPH,Sofia,Copenhagen
"{'SOF', 'CRL'}",165.0,SOF,CRL,Sofia,Brussels
"{'SOF', 'CTA'}",110.0,SOF,CTA,Sofia,Catania
"{'SOF', 'EIN'}",155.0,SOF,EIN,Sofia,Eindhoven
"{'SOF', 'FKB'}",135.0,SOF,FKB,Sofia,Karlsruhe
"{'SOF', 'FMM'}",122.5,SOF,FMM,Sofia,Ulm
"{'SOF', 'LGW'}",195.0,SOF,LGW,Sofia,London
"{'SOF', 'LTN'}",200.0,SOF,LTN,Sofia,London
"{'SOF', 'MAD'}",220.0,SOF,MAD,Sofia,Madrid
"{'SOF', 'MUC'}",120.0,SOF,MUC,Sofia,Munich
"{'SOF', 'NAP'}",100.0,SOF,NAP,Sofia,Naples
"{'SOF', 'NCE'}",130.0,SOF,NCE,Sofia,Nice
"{'SOF', 'STN'}",200.0,SOF,STN,Sofia,London
"{'SOF', 'TSF'}",110.0,SOF,TSF,Sofia,Venice
"{'SOF', 'VAR'}",50.0,SOF,VAR,Sofia,Varna
"{'SOF', 'VIE'}",95.0,SOF,VIE,Sofia,Vienna
"{'SOF', 'WAW'}",120.0,SOF,WAW,Sofia,Warsaw
"{'STN', 'ACE'}",255.0,STN,ACE,London,Arrecife
"{'STN', 'AGP'}",175.0,STN,AGP,London,Málaga
"{'STN', 'ALC'}",160.0,STN,ALC,London,Alicante
"{'STN', 'AMS'}",70.0,STN,AMS,London,Amsterdam
"{'STN', 'ARN'}",147.5,STN,ARN,London,Stockholm
"{'STN', 'ATH'}",215.0,STN,ATH,London,Athens
"{'STN', 'BCN'}",137.5,STN,BCN,London,Barcelona
"{'STN', 'BFS'}",80.0,STN,BFS,London,Belfast
"{'STN', 'BGY'}",120.0,STN,BGY,London,Monza
"{'STN', 'BLL'}",95.0,STN,BLL,London,Kolding
"{'STN', 'BLQ'}",125.0,STN,BLQ,London,Bologna
"{'STN', 'BOD'}",102.5,STN,BOD,London,Bordeaux
"{'STN', 'BTS'}",135.0,STN,BTS,London,Bratislava
"{'STN', 'BUD'}",150.0,STN,BUD,London,Budapest
"{'STN', 'BZG'}",130.0,STN,BZG,London,Bydgoszcz
"{'STN', 'CGN'}",77.5,STN,CGN,London,Cologne
"{'STN', 'CIA'}",152.5,STN,CIA,London,Rome
"{'STN', 'CMF'}",110.0,STN,CMF,London,Annecy
"{'STN', 'CTA'}",202.5,STN,CTA,London,Catania
"{'STN', 'EDI'}",80.0,STN,EDI,London,Dunfermline
"{'STN', 'EIN'}",65.0,STN,EIN,London,Eindhoven
"{'STN', 'FAO'}",170.0,STN,FAO,London,Faro
"{'STN', 'GDN'}",135.0,STN,GDN,London,Gdańsk
"{'STN', 'GNB'}",110.0,STN,GNB,London,Grenoble
"{'STN', 'GOA'}",130.0,STN,GOA,London,Genoa
"{'STN', 'GOT'}",112.5,STN,GOT,London,Gothenburg
"{'STN', 'GVA'}",107.5,STN,GVA,London,Geneva
"{'STN', 'KRK'}",145.0,STN,KRK,London,Kraków
"{'STN', 'KTW'}",140.0,STN,KTW,London,Katowice
"{'STN', 'LCJ'}",140.0,STN,LCJ,London,Łódź
"{'STN', 'LIS'}",165.0,STN,LIS,London,Lisbon
"{'STN', 'MAD'}",155.0,STN,MAD,London,Madrid
"{'STN', 'MRS'}",120.0,STN,MRS,London,Marseille
"{'STN', 'MXP'}",117.5,STN,MXP,London,Novara
"{'STN', 'NAP'}",155.0,STN,NAP,London,Naples
"{'STN', 'NUE'}",100.0,STN,NUE,London,Nuremberg
"{'STN', 'OPO'}",147.5,STN,OPO,London,Porto
"{'STN', 'OTP'}",195.0,STN,OTP,London,Bucharest
"{'STN', 'POZ'}",125.0,STN,POZ,London,Poznań
"{'STN', 'PRG'}",115.0,STN,PRG,London,Prague
"{'STN', 'PSA'}",132.5,STN,PSA,London,Livorno
"{'STN', 'RIX'}",155.0,STN,RIX,London,Riga
"{'STN', 'SCQ'}",130.0,STN,SCQ,London,Santiago de Compostela
"{'STN', 'SKG'}",190.0,STN,SKG,London,Thessaloníki
"{'STN', 'SOF'}",180.0,STN,SOF,London,Sofia
"{'STN', 'SVQ'}",165.0,STN,SVQ,London,Sevilla
"{'STN', 'SZG'}",120.0,STN,SZG,London,Salzburg
"{'STN', 'SZY'}",142.5,STN,SZY,London,Szczytno
"{'STN', 'SZZ'}",115.0,STN,SZZ,London,Szczecin
"{'STN', 'TIA'}",185.0,STN,TIA,London,Tirana
"{'STN', 'TRF'}",120.0,STN,TRF,London,Tønsberg
"{'STN', 'TRN'}",117.5,STN,TRN,London,Turin
"{'STN', 'TRS'}",130.0,STN,TRS,London,Trieste
"{'STN', 'VCE'}",120.0,STN,VCE,London,Venice
"{'STN', 'VGO'}",130.0,STN,VGO,London,Vigo
"{'STN', 'VIE'}",135.0,STN,VIE,London,Vienna
"{'STN', 'VLC'}",155.0,STN,VLC,London,Valencia
"{'STN', 'VNO'}",175.0,STN,VNO,London,Vilnius
"{'STN', 'VRN'}",122.5,STN,VRN,London,Verona
"{'STN', 'WMI'}",135.0,STN,WMI,London,Warsaw
"{'STN', 'WRO'}",125.0,STN,WRO,London,Wrocław
"{'STN', 'ZAG'}",135.0,STN,ZAG,London,Bistrica ob Sotli
"{'STN', 'ZAZ'}",132.5,STN,ZAZ,London,Zaragoza
"{'OTP', 'STR'}",145.0,OTP,STR,Bucharest,Stuttgart
"{'SKG', 'STR'}",150.0,SKG,STR,Thessaloníki,Stuttgart
"{'SVG', 'ALC'}",212.5,SVG,ALC,Sandnes,Alicante
"{'SVG', 'AMS'}",95.0,SVG,AMS,Sandnes,Amsterdam
"{'SVG', 'BGO'}",40.0,SVG,BGO,Sandnes,Bergen
"{'SVG', 'GDN'}",107.5,SVG,GDN,Sandnes,Gdańsk
"{'SVG', 'OSL'}",50.0,SVG,OSL,Sandnes,Oslo
"{'ARH', 'SVO'}",112.5,ARH,SVO,Arkhangelsk,Moscow
"{'SVO', 'CEE'}",55.0,SVO,CEE,Moscow,Cherepovets
"{'CEK', 'SVO'}",167.5,CEK,SVO,Chelyabinsk,Moscow
"{'SVO', 'GRV'}",175.0,SVO,GRV,Moscow,Groznyy
"{'IJK', 'SVO'}",135.0,IJK,SVO,Izhevsk,Moscow
"{'SVO', 'KGD'}",168.33333333333334,SVO,KGD,Moscow,Kaliningrad
"{'KJA', 'SVO'}",317.5,KJA,SVO,Krasnoyarsk,Moscow
"{'SVO', 'KUF'}",113.75,SVO,KUF,Moscow,Samara
"{'SVO', 'LED'}",92.5,SVO,LED,Moscow,Saint Petersburg
"{'SVO', 'MMK'}",158.0,SVO,MMK,Moscow,Murmansk
"{'SVO', 'MQF'}",152.5,SVO,MQF,Moscow,Magnitogorsk
"{'SVO', 'NBC'}",118.33333333333331,SVO,NBC,Moscow,Naberezhnyye Chelny
"{'SVO', 'STW'}",200.0,SVO,STW,Moscow,Stavropol
"{'SVQ', 'ACE'}",120.0,SVQ,ACE,Sevilla,Arrecife
"{'SVQ', 'BCN'}",100.0,SVQ,BCN,Sevilla,Barcelona
"{'SVQ', 'BGY'}",160.0,SVQ,BGY,Sevilla,Monza
"{'SVQ', 'CDG'}",160.0,SVQ,CDG,Sevilla,Paris
"{'SVQ', 'CIA'}",160.0,SVQ,CIA,Sevilla,Rome
"{'SVQ', 'CTA'}",180.0,SVQ,CTA,Sevilla,Catania
"{'SVQ', 'MAD'}",67.5,SVQ,MAD,Sevilla,Madrid
"{'SVQ', 'MAN'}",180.0,SVQ,MAN,Sevilla,Manchester
"{'SVQ', 'MXP'}",155.0,SVQ,MXP,Sevilla,Novara
"{'SVQ', 'NUE'}",185.0,SVQ,NUE,Sevilla,Nuremberg
"{'SVQ', 'ORY'}",150.0,SVQ,ORY,Sevilla,Paris
"{'SVQ', 'PSA'}",150.0,SVQ,PSA,Sevilla,Livorno
"{'SVQ', 'STN'}",170.0,SVQ,STN,Sevilla,London
"{'SVQ', 'WAW'}",235.0,SVQ,WAW,Sevilla,Warsaw
"{'SZG', 'AMS'}",105.0,SZG,AMS,Salzburg,Amsterdam
"{'SZG', 'ARN'}",127.5,SZG,ARN,Salzburg,Stockholm
"{'SZG', 'BRS'}",125.0,SZG,BRS,Salzburg,Bristol
"{'SZG', 'HAM'}",77.5,SZG,HAM,Salzburg,Hamburg
"{'SZG', 'HEL'}",150.0,SZG,HEL,Salzburg,Helsinki
"{'SZG', 'LGW'}",125.0,SZG,LGW,Salzburg,London
"{'SZZ', 'OSL'}",90.0,SZZ,OSL,Szczecin,Oslo
"{'TIA', 'ARN'}",195.0,TIA,ARN,Tirana,Stockholm
"{'TIA', 'ATH'}",80.0,TIA,ATH,Tirana,Athens
"{'TIA', 'BCN'}",170.0,TIA,BCN,Tirana,Barcelona
"{'TIA', 'BGY'}",115.0,TIA,BGY,Tirana,Monza
"{'TIA', 'BLQ'}",100.0,TIA,BLQ,Tirana,Bologna
"{'TIA', 'BRI'}",60.0,TIA,BRI,Tirana,Bari
"{'TIA', 'BVA'}",162.5,TIA,BVA,Tirana,Amiens
"{'TIA', 'CIA'}",87.5,TIA,CIA,Tirana,Rome
"{'TIA', 'CRL'}",162.5,TIA,CRL,Tirana,Brussels
"{'TIA', 'EDI'}",220.0,TIA,EDI,Tirana,Dunfermline
"{'TIA', 'FCO'}",90.0,TIA,FCO,Tirana,Rome
"{'TIA', 'GOA'}",107.5,TIA,GOA,Tirana,Genoa
"{'TIA', 'HAM'}",157.5,TIA,HAM,Tirana,Hamburg
"{'TIA', 'HHN'}",147.5,TIA,HHN,Tirana,Koblenz
"{'TIA', 'LTN'}",197.5,TIA,LTN,Tirana,London
"{'TIA', 'LYS'}",130.0,TIA,LYS,Tirana,Lyon
"{'TIA', 'MXP'}",122.5,TIA,MXP,Tirana,Novara
"{'TIA', 'NUE'}",120.0,TIA,NUE,Tirana,Nuremberg
"{'TIA', 'PEG'}",85.0,TIA,PEG,Tirana,Perugia
"{'TIA', 'PSA'}",102.5,TIA,PSA,Tirana,Livorno
"{'TIA', 'STN'}",185.0,TIA,STN,Tirana,London
"{'TIA', 'TRS'}",102.5,TIA,TRS,Tirana,Trieste
"{'TIA', 'TSF'}",105.0,TIA,TSF,Tirana,Venice
"{'TIA', 'VRN'}",110.0,TIA,VRN,Tirana,Verona
"{'TLL', 'ARN'}",60.0,TLL,ARN,Tallinn,Stockholm
"{'TLL', 'GVA'}",175.0,TLL,GVA,Tallinn,Geneva
"{'TLL', 'HEL'}",35.0,TLL,HEL,Tallinn,Helsinki
"{'TLL', 'LGW'}",170.0,TLL,LGW,Tallinn,London
"{'TLS', 'BOD'}",50.0,TLS,BOD,Toulouse,Bordeaux
"{'TLS', 'MAD'}",85.0,TLS,MAD,Toulouse,Madrid
"{'TLS', 'MUC'}",107.5,TLS,MUC,Toulouse,Munich
"{'TMP', 'AMS'}",150.0,TMP,AMS,Tampere,Amsterdam
"{'TMP', 'TLL'}",45.0,TMP,TLL,Tampere,Tallinn
"{'TOS', 'BGO'}",120.0,TOS,BGO,Tromsø,Bergen
"{'TOS', 'GDN'}",172.5,TOS,GDN,Tromsø,Gdańsk
"{'TRF', 'AMS'}",100.0,TRF,AMS,Tønsberg,Amsterdam
"{'TRF', 'BGO'}",52.5,TRF,BGO,Tønsberg,Bergen
"{'TRF', 'WAW'}",110.0,TRF,WAW,Tønsberg,Warsaw
"{'TRF', 'WMI'}",110.0,TRF,WMI,Tønsberg,Warsaw
"{'TRN', 'ARN'}",165.0,TRN,ARN,Turin,Stockholm
"{'TRN', 'BCN'}",85.0,TRN,BCN,Turin,Barcelona
"{'TRN', 'CAG'}",85.0,TRN,CAG,Turin,Cagliari
"{'TRN', 'CTA'}",115.0,TRN,CTA,Turin,Catania
"{'TRN', 'GOT'}",135.0,TRN,GOT,Turin,Gothenburg
"{'TRN', 'LGW'}",115.0,TRN,LGW,Turin,London
"{'TRN', 'MAD'}",140.0,TRN,MAD,Turin,Madrid
"{'TRN', 'MUC'}",72.5,TRN,MUC,Turin,Munich
"{'TRN', 'OTP'}",155.0,TRN,OTP,Turin,Bucharest
"{'TRN', 'SUF'}",107.5,TRN,SUF,Turin,Cosenza
"{'TRN', 'VNO'}",162.5,TRN,VNO,Turin,Vilnius
"{'TSF', 'BVA'}",102.5,TSF,BVA,Venice,Amiens
"{'TSF', 'CRL'}",97.5,TSF,CRL,Venice,Brussels
"{'TSF', 'MRS'}",82.5,TSF,MRS,Venice,Marseille
"{'TSF', 'OTP'}",120.0,TSF,OTP,Venice,Bucharest
"{'TSF', 'SOF'}",100.0,TSF,SOF,Venice,Sofia
"{'TSF', 'TIA'}",90.0,TSF,TIA,Venice,Tirana
"{'TSF', 'VIE'}",75.0,TSF,VIE,Venice,Vienna
"{'TSF', 'VLC'}",130.0,TSF,VLC,Venice,Valencia
"{'TSR', 'BGY'}",105.0,TSR,BGY,Timişoara,Monza
"{'TSR', 'BVA'}",145.0,TSR,BVA,Timişoara,Amiens
"{'TSR', 'OTP'}",60.0,TSR,OTP,Timişoara,Bucharest
"{'TUF', 'STN'}",85.0,TUF,STN,Tours,London
"{'UFA', 'AER'}",205.0,UFA,AER,Ufa,Sochi
"{'UFA', 'DME'}",140.0,UFA,DME,Ufa,Moscow
"{'UFA', 'KJA'}",205.0,UFA,KJA,Ufa,Krasnoyarsk
"{'UFA', 'LED'}",167.5,UFA,LED,Ufa,Saint Petersburg
"{'UFA', 'SVO'}",141.25,UFA,SVO,Ufa,Moscow
"{'UFA', 'VKO'}",130.0,UFA,VKO,Ufa,Moscow
"{'ULV', 'LED'}",127.5,ULV,LED,Ulyanovsk,Saint Petersburg
"{'ULV', 'SVO'}",105.0,ULV,SVO,Ulyanovsk,Moscow
"{'ULV', 'VKO'}",95.0,ULV,VKO,Ulyanovsk,Moscow
"{'UME', 'ARN'}",65.0,UME,ARN,Umeå,Stockholm
"{'VAA', 'HEL'}",60.0,VAA,HEL,Vaasa,Helsinki
"{'CGN', 'VAR'}",165.0,CGN,VAR,Cologne,Varna
"{'VAR', 'HAM'}",160.0,VAR,HAM,Varna,Hamburg
"{'VCE', 'AMS'}",112.5,VCE,AMS,Venice,Amsterdam
"{'VCE', 'BCN'}",117.5,VCE,BCN,Venice,Barcelona
"{'VCE', 'BRI'}",80.0,VCE,BRI,Venice,Bari
"{'VCE', 'CDG'}",110.0,VCE,CDG,Venice,Paris
"{'VCE', 'CTA'}",108.33333333333331,VCE,CTA,Venice,Catania
"{'VCE', 'EDI'}",165.0,VCE,EDI,Venice,Dunfermline
"{'VCE', 'FCO'}",75.0,VCE,FCO,Venice,Rome
"{'VCE', 'FRA'}",90.0,VCE,FRA,Venice,Frankfurt
"{'VCE', 'LHR'}",140.0,VCE,LHR,Venice,London
"{'VCE', 'LIS'}",190.0,VCE,LIS,Venice,Lisbon
"{'VCE', 'MAD'}",165.0,VCE,MAD,Venice,Madrid
"{'VCE', 'MAN'}",145.0,VCE,MAN,Venice,Manchester
"{'VCE', 'MUC'}",65.0,VCE,MUC,Venice,Munich
"{'VCE', 'NAP'}",75.0,VCE,NAP,Venice,Naples
"{'VCE', 'ORY'}",110.0,VCE,ORY,Venice,Paris
"{'VCE', 'PMO'}",95.0,VCE,PMO,Venice,Palermo
"{'VCE', 'SKP'}",100.0,VCE,SKP,Venice,Skopje
"{'VCE', 'STN'}",135.0,VCE,STN,Venice,London
"{'VCE', 'SUF'}",100.0,VCE,SUF,Venice,Cosenza
"{'VGO', 'BCN'}",105.0,VGO,BCN,Vigo,Barcelona
"{'VGO', 'MAD'}",75.0,VGO,MAD,Vigo,Madrid
"{'VIE', 'AGP'}",200.0,VIE,AGP,Vienna,Málaga
"{'VIE', 'ATH'}",125.0,VIE,ATH,Vienna,Athens
"{'VIE', 'BCN'}",142.5,VIE,BCN,Vienna,Barcelona
"{'VIE', 'BGY'}",85.0,VIE,BGY,Vienna,Monza
"{'VIE', 'BRU'}",105.0,VIE,BRU,Vienna,Brussels
"{'VIE', 'CDG'}",122.5,VIE,CDG,Vienna,Paris
"{'VIE', 'CLJ'}",80.0,VIE,CLJ,Vienna,Cluj-Napoca
"{'VIE', 'GVA'}",95.0,VIE,GVA,Vienna,Geneva
"{'VIE', 'HAM'}",95.0,VIE,HAM,Vienna,Hamburg
"{'VIE', 'HEL'}",147.5,VIE,HEL,Vienna,Helsinki
"{'VIE', 'KLU'}",45.0,VIE,KLU,Vienna,Klagenfurt
"{'VIE', 'LGW'}",142.5,VIE,LGW,Vienna,London
"{'VIE', 'LUX'}",110.0,VIE,LUX,Vienna,Trier
"{'VIE', 'MAD'}",190.0,VIE,MAD,Vienna,Madrid
"{'VIE', 'MUC'}",62.5,VIE,MUC,Vienna,Munich
"{'VIE', 'MXP'}",85.0,VIE,MXP,Vienna,Novara
"{'VIE', 'OTP'}",100.0,VIE,OTP,Vienna,Bucharest
"{'VIE', 'SDR'}",160.0,VIE,SDR,Vienna,Santander
"{'VIE', 'STR'}",75.0,VIE,STR,Vienna,Stuttgart
"{'VIE', 'TLL'}",145.0,VIE,TLL,Vienna,Tallinn
"{'VIE', 'TOS'}",220.0,VIE,TOS,Vienna,Tromsø
"{'VIE', 'ZRH'}",81.66666666666667,VIE,ZRH,Vienna,Zürich
"{'VKO', 'GRV'}",195.0,VKO,GRV,Moscow,Groznyy
"{'KGD', 'VKO'}",115.0,KGD,VKO,Kaliningrad,Moscow
"{'VKO', 'KUF'}",112.5,VKO,KUF,Moscow,Samara
"{'VKO', 'LED'}",90.0,VKO,LED,Moscow,Saint Petersburg
"{'VKO', 'MMK'}",155.0,VKO,MMK,Moscow,Murmansk
"{'NBC', 'VKO'}",110.0,NBC,VKO,Naberezhnyye Chelny,Moscow
"{'VLC', 'BLQ'}",120.0,VLC,BLQ,Valencia,Bologna
"{'VLC', 'BRU'}",142.5,VLC,BRU,Valencia,Brussels
"{'VLC', 'MAD'}",62.5,VLC,MAD,Valencia,Madrid
"{'VLC', 'OPO'}",95.0,VLC,OPO,Valencia,Porto
"{'VNO', 'AGP'}",265.0,VNO,AGP,Vilnius,Málaga
"{'VNO', 'BVA'}",160.0,VNO,BVA,Vilnius,Amiens
"{'VNO', 'HEL'}",105.0,VNO,HEL,Vilnius,Helsinki
"{'VNO', 'MUC'}",125.0,VNO,MUC,Vilnius,Munich
"{'VOG', 'LED'}",155.0,VOG,LED,Volgograd,Saint Petersburg
"{'VOG', 'SVO'}",125.0,VOG,SVO,Volgograd,Moscow
"{'VOG', 'VKO'}",107.5,VOG,VKO,Volgograd,Moscow
"{'VOZ', 'LED'}",115.0,VOZ,LED,Voronezh,Saint Petersburg
"{'VRN', 'GDN'}",125.0,VRN,GDN,Verona,Gdańsk
"{'VRN', 'POZ'}",107.5,VRN,POZ,Verona,Poznań
"{'VRN', 'SUF'}",95.0,VRN,SUF,Verona,Cosenza
"{'VSE', 'CAT'}",50.0,VSE,CAT,Viseu,Lisbon
"{'VSE', 'VRL'}",10.0,VSE,VRL,Viseu,Vila Real
"{'WAW', 'AMS'}",130.0,WAW,AMS,Warsaw,Amsterdam
"{'WAW', 'ATH'}",150.0,WAW,ATH,Warsaw,Athens
"{'WAW', 'BCN'}",190.0,WAW,BCN,Warsaw,Barcelona
"{'WAW', 'BGY'}",127.5,WAW,BGY,Warsaw,Monza
"{'WAW', 'BRU'}",127.5,WAW,BRU,Warsaw,Brussels
"{'WAW', 'BUD'}",80.0,WAW,BUD,Warsaw,Budapest
"{'WAW', 'CDG'}",150.0,WAW,CDG,Warsaw,Paris
"{'WAW', 'CLJ'}",90.0,WAW,CLJ,Warsaw,Cluj-Napoca
"{'WAW', 'GDN'}",57.5,WAW,GDN,Warsaw,Gdańsk
"{'WAW', 'GNB'}",140.0,WAW,GNB,Warsaw,Grenoble
"{'WAW', 'GVA'}",140.0,WAW,GVA,Warsaw,Geneva
"{'WAW', 'HEL'}",105.0,WAW,HEL,Warsaw,Helsinki
"{'WAW', 'KRK'}",57.5,WAW,KRK,Warsaw,Kraków
"{'WAW', 'KTW'}",50.0,WAW,KTW,Warsaw,Katowice
"{'WAW', 'LHR'}",170.0,WAW,LHR,Warsaw,London
"{'WAW', 'LJU'}",95.0,WAW,LJU,Warsaw,Ljubljana
"{'WAW', 'LTN'}",155.0,WAW,LTN,Warsaw,London
"{'WAW', 'MUC'}",105.0,WAW,MUC,Warsaw,Munich
"{'WAW', 'OTP'}",110.0,WAW,OTP,Warsaw,Bucharest
"{'WAW', 'PRG'}",80.0,WAW,PRG,Warsaw,Prague
"{'WAW', 'TLL'}",97.5,WAW,TLL,Warsaw,Tallinn
"{'WAW', 'VNO'}",67.5,WAW,VNO,Warsaw,Vilnius
"{'WAW', 'VRN'}",120.0,WAW,VRN,Warsaw,Verona
"{'WAW', 'WRO'}",56.66666666666666,WAW,WRO,Warsaw,Wrocław
"{'WAW', 'ZRH'}",125.0,WAW,ZRH,Warsaw,Zürich
"{'WMI', 'AGP'}",237.5,WMI,AGP,Warsaw,Málaga
"{'WMI', 'BCN'}",184.5,WMI,BCN,Warsaw,Barcelona
"{'WMI', 'CIA'}",137.5,WMI,CIA,Warsaw,Rome
"{'WMI', 'CRL'}",125.0,WMI,CRL,Warsaw,Brussels
"{'WRO', 'AGP'}",220.0,WRO,AGP,Wrocław,Málaga
"{'WRO', 'BHX'}",125.0,WRO,BHX,Wrocław,Birmingham
"{'BVA', 'WRO'}",115.0,BVA,WRO,Amiens,Wrocław
"{'WRO', 'VLC'}",187.5,WRO,VLC,Wrocław,Valencia
"{'XRY', 'BCN'}",105.0,XRY,BCN,Jerez de la Frontera,Barcelona
"{'XRY', 'MAD'}",77.5,XRY,MAD,Jerez de la Frontera,Madrid
"{'ZAG', 'AMS'}",130.0,ZAG,AMS,Bistrica ob Sotli,Amsterdam
"{'ZAG', 'CRL'}",115.0,ZAG,CRL,Bistrica ob Sotli,Brussels
"{'ZAG', 'HHN'}",95.0,ZAG,HHN,Bistrica ob Sotli,Koblenz
"{'ZAG', 'LHR'}",155.0,ZAG,LHR,Bistrica ob Sotli,London
"{'ZAG', 'MUC'}",70.0,ZAG,MUC,Bistrica ob Sotli,Munich
"{'ZAG', 'VIE'}",50.0,ZAG,VIE,Bistrica ob Sotli,Vienna
"{'ZAG', 'ZRH'}",90.0,ZAG,ZRH,Bistrica ob Sotli,Zürich
"{'ZAZ', 'BVA'}",105.0,ZAZ,BVA,Zaragoza,Amiens
"{'ZRH', 'AGP'}",155.0,ZRH,AGP,Zürich,Málaga
"{'ZRH', 'ARN'}",145.0,ZRH,ARN,Zürich,Stockholm
"{'ZRH', 'BCN'}",105.0,ZRH,BCN,Zürich,Barcelona
"{'ZRH', 'BLQ'}",70.0,ZRH,BLQ,Zürich,Bologna
"{'ZRH', 'BRU'}",72.5,ZRH,BRU,Zürich,Brussels
"{'ZRH', 'CDG'}",75.0,ZRH,CDG,Zürich,Paris
"{'ZRH', 'EDI'}",135.0,ZRH,EDI,Zürich,Dunfermline
"{'ZRH', 'GOT'}",120.0,ZRH,GOT,Zürich,Gothenburg
"{'ZRH', 'GVA'}",55.0,ZRH,GVA,Zürich,Geneva
"{'ZRH', 'HAM'}",82.5,ZRH,HAM,Zürich,Hamburg
"{'ZRH', 'HEL'}",170.0,ZRH,HEL,Zürich,Helsinki
"{'ZRH', 'MAD'}",145.0,ZRH,MAD,Zürich,Madrid
"{'ZRH', 'MUC'}",55.0,ZRH,MUC,Zürich,Munich
"{'ZRH', 'OPO'}",160.0,ZRH,OPO,Zürich,Porto
"{'ZRH', 'OTP'}",150.0,ZRH,OTP,Zürich,Bucharest
"{'ZRH', 'PRN'}",127.5,ZRH,PRN,Zürich,Pristina
"{'ZRH', 'RVN'}",205.0,ZRH,RVN,Zürich,Rovaniemi
"{'ZRH', 'STR'}",45.0,ZRH,STR,Zürich,Stuttgart
"{'ZTH', 'ATH'}",62.5,ZTH,ATH,Alykés,Athens
